supplier,amount,department,account,cost_center,project_id,personnel,reference,tax_persentage,city,created_at,Test_category
supplier5,476930,department0,7,CC3,P8,EMP4,REF5,20,Lulea,2023/08/23 11:30:17,Test_category9
supplier6,410241,department9,10,CC7,P10,EMP4,REF1,25,Skovde,2019/05/09 15:29:53,Test_category0
supplier10,450134,department1,6,CC0,P8,EMP1,REF7,10,Lindkoping,2024/08/04 12:05:23,Test_category7
supplier8,601968,department1,10,CC4,P10,EMP5,REF6,0,Malmo,2022/11/28 09:11:19,Test_category6
supplier4,474607,department3,0,CC8,P2,EMP4,REF1,0,Sundsvall,2017/10/02 14:15:48,Test_category5
supplier5,868943,department6,9,CC0,P3,EMP9,REF0,25,Skovde,2024/06/02 17:17:18,Test_category7
supplier6,6388,department5,8,CC9,P10,EMP10,REF5,0,Norrkoping,2019/04/12 10:09:30,Test_category0
supplier6,752949,department6,0,CC7,P2,EMP3,REF4,20,Vaxjo,2015/11/01 08:27:27,Test_category4
supplier5,668521,department3,6,CC4,P10,EMP2,REF6,25,Sundsvall,2022/04/27 16:47:26,Test_category3
supplier10,963866,department1,3,CC7,P1,EMP6,REF10,25,Skovde,2016/10/11 15:12:10,Test_category1
supplier7,292378,department5,5,CC4,P6,EMP10,REF10,0,Uppsala,2024/04/16 14:03:23,Test_category3
supplier4,171461,department8,2,CC6,P6,EMP4,REF4,10,Stockholm,2020/01/10 13:06:50,Test_category3
supplier2,188563,department3,4,CC4,P0,EMP2,REF10,10,Skovde,2017/07/13 09:03:27,Test_category5
supplier2,722984,department1,2,CC6,P0,EMP8,REF7,0,Uppsala,2016/07/03 12:56:07,Test_category6
supplier10,152532,department6,5,CC3,P10,EMP2,REF6,0,Lulea,2020/02/12 16:30:12,Test_category2
supplier5,510683,department5,5,CC4,P3,EMP2,REF3,20,Gothenburg,2018/01/31 15:57:38,Test_category1
supplier2,515784,department1,7,CC2,P6,EMP4,REF3,10,Lindkoping,2019/01/06 10:51:41,Test_category8
supplier10,855627,department4,5,CC3,P0,EMP10,REF5,0,Skovde,2022/01/22 10:54:50,Test_category9
supplier10,262123,department5,2,CC3,P10,EMP7,REF7,10,Vaxjo,2021/10/18 13:09:13,Test_category4
supplier9,164285,department8,9,CC3,P2,EMP7,REF2,0,Norrkoping,2021/11/28 08:04:09,Test_category10
supplier3,425259,department6,4,CC6,P1,EMP6,REF7,25,Vaxjo,2017/06/02 16:45:57,Test_category9
supplier3,944147,department7,9,CC7,P9,EMP3,REF8,25,Stockholm,2020/08/05 16:19:43,Test_category10
supplier6,495462,department9,7,CC7,P8,EMP2,REF2,25,Malmo,2023/04/20 15:42:24,Test_category2
supplier9,894554,department3,1,CC9,P6,EMP7,REF6,0,Lindkoping,2021/10/01 12:00:50,Test_category2
supplier9,315419,department1,9,CC3,P9,EMP3,REF0,10,Norrkoping,2015/10/12 17:31:10,Test_category2
supplier1,394765,department1,3,CC8,P7,EMP7,REF8,20,Skovde,2017/01/17 11:08:56,Test_category10
supplier3,191064,department5,0,CC4,P10,EMP10,REF2,0,Norrkoping,2024/05/30 10:02:18,Test_category0
supplier8,174308,department3,7,CC6,P8,EMP7,REF6,25,Uppsala,2023/02/19 11:13:13,Test_category9
supplier6,683868,department10,6,CC4,P0,EMP5,REF4,20,Skovde,2018/07/21 15:46:17,Test_category10
supplier7,426413,department0,3,CC1,P4,EMP4,REF8,25,Norrkoping,2022/01/22 15:36:23,Test_category6
supplier5,299330,department6,9,CC5,P7,EMP2,REF2,10,Stockholm,2016/09/04 17:02:51,Test_category2
supplier0,289678,department4,0,CC7,P8,EMP10,REF7,10,Uppsala,2017/01/31 12:14:41,Test_category1
supplier0,14793,department4,4,CC3,P3,EMP3,REF9,20,Gothenburg,2021/04/28 14:22:08,Test_category7
supplier10,716279,department2,1,CC6,P2,EMP6,REF7,10,Stockholm,2020/05/13 10:44:42,Test_category10
supplier7,778449,department7,2,CC10,P10,EMP0,REF9,10,Skovde,2017/03/14 17:05:49,Test_category1
supplier1,938787,department4,8,CC0,P2,EMP1,REF7,20,Skovde,2018/10/29 14:12:53,Test_category1
supplier0,406062,department2,5,CC2,P10,EMP9,REF1,10,Stockholm,2018/05/07 09:46:58,Test_category9
supplier3,602610,department2,5,CC4,P10,EMP4,REF5,10,Stockholm,2016/02/14 17:45:23,Test_category5
supplier2,806664,department1,0,CC6,P7,EMP8,REF6,25,Lulea,2018/07/14 08:02:55,Test_category5
supplier1,825373,department2,7,CC1,P7,EMP3,REF9,25,Vaxjo,2023/02/01 12:50:58,Test_category3
supplier2,306177,department3,6,CC4,P5,EMP7,REF1,25,Norrkoping,2016/05/17 14:20:56,Test_category0
supplier7,563989,department7,1,CC7,P1,EMP7,REF4,25,Stockholm,2022/10/18 10:05:44,Test_category1
supplier5,462697,department3,1,CC0,P2,EMP8,REF4,20,Lindkoping,2022/11/03 12:39:32,Test_category5
supplier2,445717,department6,7,CC5,P3,EMP5,REF8,0,Vaxjo,2019/05/25 10:11:15,Test_category3
supplier4,329821,department1,4,CC2,P4,EMP9,REF0,25,Vaxjo,2024/07/17 14:28:40,Test_category6
supplier6,896285,department2,3,CC3,P1,EMP3,REF0,20,Lulea,2024/01/24 12:47:10,Test_category5
supplier5,371346,department8,4,CC7,P9,EMP10,REF10,10,Vaxjo,2018/11/13 11:15:13,Test_category6
supplier5,909626,department6,10,CC10,P4,EMP2,REF8,25,Uppsala,2016/08/26 10:22:05,Test_category1
supplier3,727570,department10,10,CC3,P3,EMP9,REF8,25,Lindkoping,2020/07/21 13:19:04,Test_category3
supplier9,158851,department7,4,CC6,P5,EMP9,REF2,25,Skovde,2023/05/10 10:59:08,Test_category0
supplier5,581467,department2,6,CC10,P2,EMP3,REF4,0,Skovde,2018/02/28 14:32:25,Test_category1
supplier6,225372,department6,2,CC7,P7,EMP9,REF3,20,Lulea,2019/07/03 16:52:22,Test_category10
supplier5,544711,department5,6,CC10,P1,EMP0,REF3,0,Lulea,2024/05/14 15:55:53,Test_category1
supplier8,340971,department5,3,CC2,P5,EMP4,REF7,20,Skovde,2018/10/31 17:05:33,Test_category7
supplier0,488383,department4,2,CC8,P4,EMP3,REF9,25,Vaxjo,2022/04/27 15:43:11,Test_category2
supplier10,771892,department9,10,CC5,P6,EMP0,REF9,0,Norrkoping,2015/02/14 10:13:16,Test_category7
supplier9,429466,department0,4,CC3,P9,EMP8,REF1,10,Vaxjo,2018/10/02 15:30:33,Test_category7
supplier10,308056,department3,3,CC8,P0,EMP4,REF10,25,Sundsvall,2018/04/07 14:24:09,Test_category10
supplier2,240255,department2,4,CC6,P5,EMP0,REF10,25,Lulea,2016/06/12 08:36:38,Test_category5
supplier0,637943,department4,6,CC6,P1,EMP4,REF4,20,Sundsvall,2023/12/15 09:02:37,Test_category6
supplier5,280750,department7,7,CC0,P6,EMP8,REF1,25,Lulea,2024/09/08 16:39:26,Test_category8
supplier3,712605,department10,9,CC7,P8,EMP8,REF7,10,Stockholm,2019/08/10 08:52:16,Test_category9
supplier0,325089,department4,9,CC0,P10,EMP4,REF7,20,Gothenburg,2017/08/28 16:22:27,Test_category7
supplier1,881762,department4,9,CC6,P2,EMP5,REF9,10,Skovde,2024/10/28 12:11:04,Test_category10
supplier5,567830,department7,8,CC0,P1,EMP3,REF8,20,Skovde,2022/04/07 17:37:29,Test_category4
supplier8,380201,department2,8,CC5,P7,EMP7,REF0,0,Norrkoping,2016/06/11 16:22:16,Test_category1
supplier9,135825,department10,2,CC0,P8,EMP10,REF8,20,Sundsvall,2019/10/08 15:01:06,Test_category8
supplier8,874823,department3,4,CC6,P9,EMP0,REF3,20,Lulea,2019/11/23 10:59:14,Test_category8
supplier8,11884,department3,4,CC0,P10,EMP10,REF5,25,Norrkoping,2015/10/05 17:41:36,Test_category5
supplier7,914737,department6,1,CC0,P10,EMP7,REF4,20,Malmo,2016/05/25 12:45:01,Test_category5
supplier2,440347,department1,10,CC8,P2,EMP7,REF2,10,Gothenburg,2023/08/12 17:36:20,Test_category7
supplier10,382460,department0,4,CC8,P6,EMP4,REF8,20,Malmo,2024/10/18 16:32:13,Test_category3
supplier5,946256,department2,7,CC0,P8,EMP5,REF10,10,Skovde,2020/01/06 11:09:29,Test_category6
supplier8,498322,department7,1,CC5,P3,EMP6,REF1,25,Norrkoping,2015/09/02 16:40:56,Test_category5
supplier8,298642,department3,1,CC1,P5,EMP0,REF9,20,Malmo,2018/06/07 12:29:32,Test_category2
supplier2,502165,department1,8,CC10,P0,EMP10,REF8,10,Malmo,2022/08/11 17:22:49,Test_category5
supplier4,921625,department7,2,CC1,P0,EMP2,REF9,10,Uppsala,2024/10/15 13:14:33,Test_category10
supplier8,958795,department4,6,CC9,P0,EMP2,REF7,10,Lindkoping,2024/09/18 13:09:52,Test_category10
supplier6,197119,department0,0,CC2,P0,EMP3,REF1,20,Sundsvall,2024/11/20 16:25:54,Test_category7
supplier8,565829,department0,1,CC7,P1,EMP4,REF4,20,Sundsvall,2016/04/16 12:39:34,Test_category1
supplier2,61847,department7,4,CC9,P7,EMP5,REF8,0,Vaxjo,2023/12/24 08:19:18,Test_category9
supplier1,151846,department0,10,CC7,P0,EMP1,REF5,25,Skovde,2019/05/08 08:12:23,Test_category1
supplier2,241174,department9,7,CC8,P5,EMP4,REF1,0,Lulea,2021/03/02 09:04:41,Test_category1
supplier10,538685,department1,10,CC9,P6,EMP5,REF7,20,Malmo,2018/11/06 11:50:37,Test_category0
supplier4,113298,department7,5,CC2,P2,EMP6,REF9,10,Norrkoping,2022/10/30 13:43:50,Test_category10
supplier7,77652,department7,6,CC6,P10,EMP8,REF8,20,Uppsala,2016/05/28 15:59:27,Test_category4
supplier6,866758,department7,0,CC4,P4,EMP7,REF1,0,Vaxjo,2016/01/08 14:50:17,Test_category9
supplier8,901580,department7,0,CC8,P8,EMP10,REF6,0,Stockholm,2020/06/02 16:13:52,Test_category7
supplier4,430472,department9,7,CC3,P3,EMP5,REF4,20,Gothenburg,2018/12/15 16:41:36,Test_category4
supplier4,687183,department4,8,CC9,P0,EMP3,REF10,20,Skovde,2019/04/16 16:36:58,Test_category1
supplier0,566509,department5,3,CC5,P3,EMP0,REF9,10,Malmo,2016/05/26 12:15:16,Test_category9
supplier9,994948,department8,8,CC3,P3,EMP7,REF6,0,Norrkoping,2019/11/06 17:34:15,Test_category6
supplier8,810117,department1,1,CC0,P3,EMP1,REF3,0,Norrkoping,2017/10/11 10:16:34,Test_category10
supplier7,679403,department1,7,CC3,P0,EMP1,REF8,20,Lindkoping,2023/02/04 15:03:40,Test_category7
supplier3,552791,department4,2,CC10,P8,EMP5,REF6,0,Uppsala,2015/12/27 17:33:34,Test_category7
supplier8,848561,department2,4,CC6,P8,EMP8,REF6,10,Stockholm,2015/08/28 12:16:34,Test_category3
supplier3,25648,department10,8,CC3,P4,EMP2,REF10,25,Sundsvall,2023/04/13 13:01:11,Test_category0
supplier1,759442,department7,4,CC9,P6,EMP10,REF8,20,Stockholm,2015/08/23 14:57:42,Test_category5
supplier8,630248,department0,9,CC8,P2,EMP6,REF7,20,Sundsvall,2016/10/23 10:44:47,Test_category2
supplier3,867611,department3,8,CC10,P8,EMP6,REF4,25,Malmo,2015/08/18 12:18:56,Test_category3
supplier0,248568,department4,2,CC8,P4,EMP10,REF1,0,Lindkoping,2016/05/24 14:52:23,Test_category3
supplier10,220493,department3,9,CC5,P8,EMP2,REF2,25,Skovde,2022/12/10 17:53:32,Test_category0
supplier2,96656,department5,9,CC10,P2,EMP4,REF8,20,Vaxjo,2015/06/01 13:52:17,Test_category5
supplier0,89730,department10,0,CC6,P10,EMP9,REF9,0,Norrkoping,2019/01/22 08:56:28,Test_category2
supplier1,737059,department0,1,CC7,P6,EMP8,REF0,20,Malmo,2019/10/25 15:06:54,Test_category5
supplier1,100577,department5,7,CC5,P7,EMP2,REF8,25,Malmo,2017/05/11 17:34:33,Test_category5
supplier9,54199,department3,10,CC2,P5,EMP4,REF7,10,Vaxjo,2015/02/01 11:37:44,Test_category2
supplier8,71885,department2,6,CC10,P5,EMP0,REF5,25,Stockholm,2020/10/06 12:25:45,Test_category6
supplier3,983266,department0,4,CC2,P9,EMP10,REF1,10,Uppsala,2022/09/17 14:25:01,Test_category4
supplier5,229564,department8,5,CC8,P6,EMP5,REF9,10,Lindkoping,2024/03/17 11:37:51,Test_category2
supplier8,458863,department1,0,CC0,P10,EMP1,REF7,20,Skovde,2019/12/25 15:10:13,Test_category9
supplier1,219149,department6,0,CC9,P9,EMP10,REF9,20,Uppsala,2019/08/08 13:52:12,Test_category6
supplier8,56003,department8,4,CC4,P9,EMP0,REF6,0,Norrkoping,2015/07/05 13:44:02,Test_category10
supplier5,785300,department6,2,CC0,P6,EMP9,REF9,10,Malmo,2016/02/26 17:06:38,Test_category9
supplier3,991123,department5,1,CC5,P7,EMP9,REF10,25,Malmo,2021/08/11 14:24:09,Test_category6
supplier9,57389,department5,8,CC6,P9,EMP7,REF4,0,Malmo,2017/12/15 09:07:22,Test_category1
supplier0,575107,department7,7,CC9,P9,EMP1,REF1,10,Lulea,2016/03/14 12:43:47,Test_category7
supplier1,298311,department9,2,CC0,P2,EMP4,REF0,25,Malmo,2019/08/20 13:02:33,Test_category3
supplier8,138100,department5,0,CC9,P1,EMP1,REF9,0,Malmo,2020/05/30 17:44:17,Test_category4
supplier8,502605,department9,2,CC5,P1,EMP8,REF6,0,Lindkoping,2019/09/19 16:19:50,Test_category5
supplier4,355167,department4,0,CC2,P5,EMP4,REF8,20,Skovde,2024/12/03 17:02:51,Test_category8
supplier8,124766,department1,5,CC0,P10,EMP6,REF7,20,Sundsvall,2017/05/23 08:17:27,Test_category1
supplier3,475355,department5,9,CC2,P10,EMP1,REF4,10,Uppsala,2024/05/22 17:21:23,Test_category0
supplier8,923004,department6,4,CC5,P3,EMP5,REF1,25,Skovde,2021/07/26 10:19:36,Test_category10
supplier9,880469,department10,2,CC4,P2,EMP10,REF7,25,Vaxjo,2020/11/03 14:42:52,Test_category3
supplier4,414688,department5,9,CC1,P8,EMP8,REF7,20,Stockholm,2018/02/16 10:34:35,Test_category1
supplier1,267304,department8,1,CC7,P9,EMP3,REF0,0,Norrkoping,2016/05/09 11:52:31,Test_category9
supplier6,592932,department6,10,CC5,P6,EMP9,REF3,0,Malmo,2022/08/21 08:46:16,Test_category9
supplier3,892533,department5,4,CC5,P3,EMP0,REF6,25,Lulea,2021/06/25 15:58:51,Test_category2
supplier10,486592,department9,9,CC6,P2,EMP9,REF7,0,Vaxjo,2018/10/14 08:52:17,Test_category9
supplier5,175668,department9,10,CC1,P7,EMP10,REF8,0,Vaxjo,2022/01/10 14:33:33,Test_category7
supplier8,73385,department2,10,CC8,P10,EMP5,REF3,10,Uppsala,2018/10/14 16:50:32,Test_category6
supplier3,906847,department8,10,CC4,P2,EMP6,REF1,25,Vaxjo,2018/05/12 14:24:18,Test_category9
supplier1,831500,department3,9,CC2,P1,EMP9,REF7,25,Skovde,2021/10/04 16:12:01,Test_category10
supplier7,438451,department1,7,CC5,P10,EMP7,REF7,10,Uppsala,2018/10/26 10:47:01,Test_category0
supplier2,642363,department7,1,CC4,P1,EMP7,REF3,20,Vaxjo,2024/12/01 14:29:40,Test_category8
supplier10,150501,department4,0,CC8,P6,EMP7,REF9,20,Lulea,2022/06/06 14:24:07,Test_category7
supplier9,989513,department2,3,CC3,P4,EMP6,REF8,10,Skovde,2024/02/22 13:56:52,Test_category8
supplier7,208754,department4,6,CC6,P8,EMP2,REF5,20,Stockholm,2023/11/06 09:43:43,Test_category6
supplier2,676196,department0,2,CC9,P2,EMP0,REF5,20,Gothenburg,2024/07/28 15:29:41,Test_category8
supplier6,516416,department3,8,CC6,P1,EMP10,REF0,10,Norrkoping,2024/02/20 08:16:51,Test_category10
supplier1,491532,department4,7,CC1,P5,EMP2,REF7,20,Skovde,2018/09/30 17:57:55,Test_category2
supplier0,653750,department10,1,CC1,P10,EMP6,REF10,10,Vaxjo,2022/11/15 13:57:20,Test_category0
supplier4,881025,department5,3,CC10,P8,EMP4,REF2,0,Gothenburg,2020/12/27 15:40:59,Test_category5
supplier8,569445,department10,1,CC1,P5,EMP10,REF4,25,Malmo,2017/11/29 16:53:39,Test_category4
supplier1,143841,department3,10,CC4,P7,EMP2,REF9,25,Gothenburg,2018/08/16 16:03:58,Test_category6
supplier4,39917,department1,4,CC8,P10,EMP5,REF9,0,Stockholm,2023/11/15 08:02:56,Test_category8
supplier7,170461,department0,1,CC10,P5,EMP7,REF0,20,Sundsvall,2017/06/23 16:21:20,Test_category9
supplier8,32235,department1,9,CC8,P2,EMP8,REF6,20,Lindkoping,2018/03/18 17:08:35,Test_category2
supplier4,593162,department6,2,CC4,P8,EMP7,REF3,20,Norrkoping,2020/03/18 14:08:33,Test_category7
supplier9,753445,department3,0,CC3,P9,EMP5,REF7,25,Malmo,2017/06/09 15:13:17,Test_category5
supplier8,988535,department4,0,CC4,P0,EMP4,REF9,0,Norrkoping,2023/05/30 15:06:41,Test_category2
supplier8,31953,department1,4,CC6,P0,EMP7,REF2,10,Norrkoping,2022/10/28 08:09:06,Test_category8
supplier1,282741,department0,9,CC10,P6,EMP3,REF8,10,Stockholm,2018/02/08 09:20:59,Test_category6
supplier10,431288,department0,5,CC1,P0,EMP2,REF5,0,Lulea,2020/12/24 15:48:21,Test_category2
supplier5,280272,department5,10,CC2,P3,EMP8,REF5,20,Sundsvall,2015/05/08 14:18:59,Test_category4
supplier9,676549,department4,2,CC0,P8,EMP3,REF1,10,Lindkoping,2015/11/23 08:45:49,Test_category2
supplier0,944070,department7,8,CC10,P9,EMP3,REF1,20,Lulea,2020/05/11 15:21:52,Test_category1
supplier5,659138,department4,8,CC3,P6,EMP3,REF5,25,Sundsvall,2015/04/20 16:27:19,Test_category9
supplier8,174654,department6,0,CC9,P5,EMP3,REF4,10,Norrkoping,2022/12/21 12:36:31,Test_category9
supplier7,845655,department4,10,CC1,P7,EMP7,REF6,25,Vaxjo,2022/03/23 13:47:53,Test_category3
supplier7,354965,department3,9,CC4,P4,EMP4,REF8,0,Sundsvall,2015/07/30 10:36:43,Test_category5
supplier7,336694,department3,6,CC5,P4,EMP3,REF1,25,Lindkoping,2018/08/16 12:35:34,Test_category5
supplier3,420613,department0,0,CC8,P3,EMP7,REF8,0,Uppsala,2020/02/11 09:28:26,Test_category10
supplier3,36958,department7,0,CC9,P8,EMP3,REF6,20,Stockholm,2015/10/06 11:08:08,Test_category8
supplier0,205520,department1,1,CC1,P8,EMP9,REF7,25,Lindkoping,2019/11/03 08:40:49,Test_category6
supplier2,310914,department7,3,CC2,P8,EMP6,REF9,25,Norrkoping,2023/11/12 08:51:37,Test_category4
supplier5,285056,department6,3,CC8,P4,EMP9,REF1,20,Malmo,2018/11/15 10:54:44,Test_category5
supplier2,10922,department2,7,CC3,P3,EMP4,REF5,10,Lindkoping,2022/09/14 11:23:00,Test_category7
supplier0,103725,department4,8,CC2,P4,EMP5,REF1,0,Uppsala,2019/07/23 08:10:59,Test_category2
supplier3,863104,department9,4,CC8,P10,EMP10,REF7,20,Norrkoping,2019/03/21 10:10:16,Test_category9
supplier1,173344,department10,4,CC9,P2,EMP10,REF9,20,Sundsvall,2016/09/03 17:35:00,Test_category2
supplier3,169438,department7,6,CC8,P0,EMP9,REF3,20,Stockholm,2015/11/05 17:35:29,Test_category7
supplier5,519415,department2,3,CC5,P0,EMP3,REF7,25,Lulea,2019/03/11 12:44:08,Test_category2
supplier9,268144,department4,6,CC3,P5,EMP8,REF7,10,Lulea,2022/09/23 09:47:23,Test_category8
supplier6,578915,department2,4,CC1,P2,EMP6,REF9,10,Lulea,2020/04/03 16:06:30,Test_category2
supplier2,132862,department7,4,CC2,P7,EMP9,REF3,20,Vaxjo,2017/09/25 17:24:28,Test_category9
supplier8,214914,department4,10,CC8,P5,EMP8,REF8,10,Malmo,2020/01/31 14:26:19,Test_category7
supplier10,869256,department6,7,CC4,P10,EMP5,REF1,0,Gothenburg,2017/12/25 17:41:26,Test_category9
supplier7,693357,department4,6,CC9,P0,EMP7,REF8,20,Uppsala,2016/05/18 10:47:57,Test_category8
supplier5,660015,department3,1,CC6,P3,EMP5,REF10,20,Norrkoping,2018/11/17 17:58:56,Test_category5
supplier5,584120,department5,9,CC1,P2,EMP3,REF3,20,Lulea,2019/09/12 14:02:09,Test_category9
supplier10,924878,department6,3,CC6,P10,EMP3,REF2,10,Stockholm,2018/05/21 17:26:33,Test_category3
supplier8,98901,department7,3,CC1,P3,EMP5,REF5,20,Lindkoping,2022/12/30 11:52:43,Test_category1
supplier9,695024,department0,10,CC2,P5,EMP5,REF9,25,Uppsala,2016/05/18 17:24:06,Test_category7
supplier3,505821,department10,3,CC8,P5,EMP0,REF10,20,Uppsala,2023/07/03 15:44:12,Test_category4
supplier1,173891,department10,7,CC3,P5,EMP3,REF1,20,Uppsala,2017/05/30 10:09:57,Test_category1
supplier2,416900,department7,3,CC10,P8,EMP6,REF0,0,Norrkoping,2015/08/02 11:58:14,Test_category3
supplier2,252209,department10,10,CC0,P0,EMP0,REF6,0,Stockholm,2015/09/28 09:55:35,Test_category4
supplier9,549412,department6,7,CC9,P3,EMP7,REF4,25,Uppsala,2017/04/06 14:21:48,Test_category6
supplier1,675952,department3,10,CC9,P2,EMP10,REF2,25,Norrkoping,2015/10/18 17:50:17,Test_category8
supplier6,381198,department2,4,CC8,P8,EMP3,REF0,25,Lulea,2022/10/08 13:31:03,Test_category7
supplier4,480936,department4,1,CC2,P2,EMP4,REF6,0,Lulea,2016/10/18 13:40:24,Test_category0
supplier1,322941,department2,2,CC4,P7,EMP5,REF4,20,Vaxjo,2024/03/29 16:42:31,Test_category6
supplier9,942855,department0,2,CC4,P5,EMP5,REF8,20,Norrkoping,2023/07/15 14:36:19,Test_category3
supplier3,872063,department5,5,CC6,P10,EMP2,REF10,0,Stockholm,2025/01/30 14:15:56,Test_category8
supplier1,235714,department9,4,CC5,P7,EMP2,REF1,20,Skovde,2016/09/30 09:24:46,Test_category1
supplier6,83074,department0,2,CC10,P7,EMP10,REF1,20,Gothenburg,2023/07/27 16:45:21,Test_category7
supplier10,473775,department7,2,CC8,P7,EMP2,REF9,0,Stockholm,2021/08/15 14:31:36,Test_category8
supplier2,299673,department4,10,CC4,P6,EMP2,REF6,10,Skovde,2015/06/17 10:24:32,Test_category5
supplier2,398211,department6,2,CC1,P10,EMP4,REF0,0,Stockholm,2021/04/11 15:02:02,Test_category3
supplier6,562122,department4,8,CC8,P1,EMP9,REF4,10,Lulea,2022/04/03 17:42:37,Test_category7
supplier0,509486,department10,3,CC5,P9,EMP10,REF2,20,Lindkoping,2021/02/08 09:22:21,Test_category3
supplier10,585654,department6,2,CC9,P6,EMP7,REF6,10,Gothenburg,2015/05/03 17:33:01,Test_category10
supplier1,852175,department9,7,CC10,P7,EMP7,REF9,20,Gothenburg,2015/06/09 15:17:26,Test_category8
supplier4,510903,department1,1,CC0,P9,EMP10,REF5,0,Skovde,2021/02/18 11:36:07,Test_category8
supplier5,485065,department10,1,CC4,P10,EMP9,REF1,10,Skovde,2016/10/07 13:09:42,Test_category3
supplier7,700950,department3,5,CC4,P0,EMP0,REF0,0,Skovde,2017/08/09 09:43:40,Test_category2
supplier7,565342,department3,1,CC8,P1,EMP5,REF10,25,Skovde,2022/08/15 14:25:43,Test_category7
supplier1,485947,department9,10,CC7,P2,EMP8,REF1,20,Uppsala,2015/10/27 12:52:37,Test_category10
supplier7,218841,department4,8,CC0,P8,EMP9,REF3,20,Lindkoping,2016/04/07 15:56:12,Test_category9
supplier10,533172,department6,6,CC6,P1,EMP7,REF8,10,Lindkoping,2018/12/28 11:13:50,Test_category9
supplier6,388067,department2,9,CC4,P3,EMP8,REF1,0,Malmo,2022/04/23 16:18:27,Test_category8
supplier9,383760,department0,6,CC0,P0,EMP8,REF0,20,Stockholm,2015/07/07 11:55:08,Test_category9
supplier4,136748,department7,0,CC4,P2,EMP10,REF0,10,Malmo,2022/08/30 12:00:04,Test_category6
supplier4,321601,department2,0,CC10,P9,EMP8,REF8,20,Vaxjo,2024/02/23 08:38:47,Test_category9
supplier3,479009,department3,9,CC8,P3,EMP3,REF6,20,Stockholm,2020/06/21 14:48:14,Test_category6
supplier8,394727,department10,8,CC7,P8,EMP5,REF4,25,Malmo,2022/05/29 14:17:46,Test_category1
supplier2,267713,department4,7,CC2,P5,EMP1,REF4,10,Stockholm,2020/01/19 10:08:04,Test_category4
supplier9,546783,department0,2,CC10,P10,EMP8,REF5,20,Uppsala,2019/11/10 11:38:23,Test_category5
supplier1,630094,department5,0,CC2,P2,EMP8,REF6,20,Gothenburg,2022/06/11 14:23:51,Test_category9
supplier7,848278,department5,2,CC5,P4,EMP6,REF6,0,Vaxjo,2015/07/07 13:58:14,Test_category4
supplier9,368775,department2,8,CC2,P2,EMP0,REF6,20,Skovde,2021/08/25 12:20:39,Test_category10
supplier3,392935,department5,7,CC8,P8,EMP9,REF9,0,Vaxjo,2023/10/31 09:53:30,Test_category9
supplier4,927001,department8,0,CC10,P9,EMP10,REF9,20,Uppsala,2019/02/12 11:40:34,Test_category3
supplier1,735855,department4,2,CC7,P7,EMP7,REF4,20,Lindkoping,2016/03/03 14:06:18,Test_category8
supplier1,446313,department1,5,CC8,P2,EMP8,REF1,0,Skovde,2022/01/11 17:13:44,Test_category4
supplier2,415284,department7,8,CC4,P9,EMP8,REF1,10,Sundsvall,2020/06/12 17:47:27,Test_category7
supplier2,998124,department0,7,CC4,P4,EMP8,REF2,10,Lindkoping,2015/03/24 10:25:48,Test_category8
supplier10,443838,department7,3,CC7,P6,EMP6,REF5,0,Lulea,2021/02/04 17:22:33,Test_category0
supplier0,981743,department6,9,CC2,P5,EMP9,REF10,10,Skovde,2023/07/08 15:20:47,Test_category6
supplier0,315704,department6,6,CC9,P3,EMP5,REF1,10,Vaxjo,2022/02/17 14:54:18,Test_category5
supplier4,561791,department7,6,CC5,P7,EMP0,REF1,25,Gothenburg,2018/07/24 08:43:41,Test_category0
supplier0,610861,department0,7,CC7,P10,EMP5,REF0,0,Stockholm,2022/08/27 12:32:21,Test_category10
supplier2,888649,department5,3,CC6,P7,EMP7,REF1,10,Sundsvall,2015/07/03 14:36:09,Test_category4
supplier8,435704,department10,5,CC2,P7,EMP7,REF0,0,Stockholm,2022/01/19 17:13:46,Test_category4
supplier1,577177,department1,0,CC5,P7,EMP8,REF9,0,Lulea,2020/08/25 15:56:58,Test_category2
supplier3,167338,department2,5,CC7,P10,EMP4,REF1,20,Uppsala,2021/04/02 14:05:43,Test_category8
supplier8,867644,department7,7,CC1,P3,EMP6,REF10,20,Uppsala,2018/10/23 17:24:10,Test_category3
supplier8,546013,department1,10,CC9,P4,EMP10,REF8,20,Skovde,2022/04/23 12:57:48,Test_category9
supplier6,960037,department7,3,CC1,P0,EMP0,REF7,25,Sundsvall,2019/07/22 17:20:39,Test_category7
supplier9,790881,department8,7,CC4,P7,EMP9,REF5,25,Gothenburg,2018/11/03 17:07:26,Test_category0
supplier1,109673,department8,3,CC7,P6,EMP1,REF3,25,Stockholm,2023/10/08 14:17:36,Test_category9
supplier2,745082,department8,2,CC7,P1,EMP1,REF3,10,Norrkoping,2024/08/02 10:03:32,Test_category0
supplier5,891247,department6,9,CC0,P0,EMP8,REF0,20,Stockholm,2023/09/26 12:02:21,Test_category0
supplier9,217022,department6,7,CC2,P10,EMP7,REF9,10,Malmo,2017/02/03 13:51:19,Test_category1
supplier7,498425,department7,1,CC6,P10,EMP5,REF3,25,Skovde,2019/04/06 16:46:33,Test_category4
supplier0,110318,department5,4,CC2,P10,EMP3,REF4,20,Lindkoping,2015/08/25 17:27:36,Test_category3
